wafer_id,temperature_c,pressure_torr,gas_flow_sccm,etch_rate_nm_min,voltage_v,current_ma,process_step,defect_label
17,434.80753319498365,696.8575148284295,109.26307153802536,89.49534298735746,4.464291873805879,18.63523082905687,Deposition,0
18,454.7137099889291,821.265337316042,124.58317939125442,93.41118275717213,4.393256633396673,17.028521068554987,CMP,0
19,436.3796388671818,764.6597499759821,112.8519274100853,87.08067749581161,4.616518508342566,21.94383738764049,Deposition,0
20,428.8154444799706,771.9444179536761,137.94524848392211,93.31609575570373,5.728386890106492,17.27227370066572,Oxidation,0
21,471.9847315338233,758.2627675036928,135.4484146241826,100.47283992747793,5.885311167204522,19.89607364398025,Etching,0
22,446.61335549270194,737.9464959782624,126.04097426355567,96.07666627849798,5.081995658923564,18.10737750855026,CMP,0
23,451.01292307031883,754.4222655715369,133.61006704769773,105.49184655168236,5.059577118496516,21.55168789413985,Lithography,0
24,428.62877720679813,712.0181571341707,120.64791350123382,85.86867366218225,4.865471851268191,19.3312963473721,Deposition,0
25,441.83425913212227,828.3125949415992,127.65437494375016,99.00190680558592,4.626205860676199,19.73107468895931,CMP,0
26,451.663838845648,722.9646400473281,134.77720295302075,85.01357758504545,5.550071623042897,19.798531474139935,Deposition,0
27,432.73509633866547,729.0410114845846,122.45498681794312,95.75341175338914,5.7494305575588545,20.605140669871567,Deposition,0
28,455.63547027518507,746.792223868408,117.44812828485716,100.92266738045183,4.642632365664285,20.026009527966618,CMP,0
29,440.9904196512179,798.6422717455713,102.95378041822885,93.28397946540625,4.9668646486301595,19.913453622077768,Oxidation,0
30,445.62459375310084,760.4352699778797,119.16866474278505,99.40901283269565,4.8200534797159325,18.963196049490445,Lithography,0
31,440.97440081655907,722.9159261190862,128.23423184562313,87.32214132133653,4.831904370054009,16.850541253315814,Deposition,0
32,477.78417276763406,797.6301508227202,129.45633427567628,81.69048017442894,5.474363302171945,17.76289808091629,Oxidation,0
33,449.797541628931,781.9300188035644,125.0436506571841,99.45623697990243,4.475215381853551,21.43695947736129,Deposition,0
34,434.1343360656615,776.1530487164936,114.5870090503776,108.95208187260586,5.186587876374523,19.388361073347404,Deposition,0
35,462.33817368154786,781.4720272351252,100.23178431052409,87.03164047864087,5.291295242922346,18.67198044455504,Oxidation,0
36,431.68734525043465,831.8308570174735,115.04784901995265,104.77755344085436,4.9431395305592725,17.18854371116391,Deposition,0
37,453.1329539250713,825.5528468510834,116.95655128946049,95.34738727053129,5.357227130794709,16.560705719819296,Lithography,0
38,420.6049481418034,739.3985397099011,116.87071032809986,84.3144678264554,5.05906073621498,18.593586239743605,CMP,0
39,430.07720926652354,808.7165497843346,126.18556356977925,85.94795758918269,5.486851968462445,21.776105708090515,Oxidation,0
40,452.95291853803684,771.495045692767,139.8567641101484,95.1262781868852,4.391117878029658,18.885859612755365,Etching,0
41,461.07699869993115,774.9728744841325,121.23529201841093,91.76430169660718,4.860489895597253,20.800971050482897,Deposition,0
42,452.57052421784954,709.2318750507002,117.83268210843538,84.49669618593408,4.9712747428595865,18.793880341204083,CMP,0
43,448.2652757641764,754.8884270383542,117.40778186995908,81.44768575019675,3.93111704621146,21.277733392057698,Lithography,0
44,445.48344456616064,735.6152922899031,121.24384766907714,88.22624537658795,4.565618906568586,19.296498396382663,Lithography,0
45,427.8221701444886,784.8417644467993,111.71706239651601,96.55047206664895,4.674560298256486,17.536231508899007,Etching,0
46,439.2023368740794,792.1324150120842,121.20198558746056,94.9487939791749,5.37928239792934,19.462093864201112,Lithography,0
47,443.09041843560317,697.7654094695107,124.50812336331799,90.99009633999937,4.71726266147416,23.668000836560815,CMP,0
48,465.85683339328375,759.3389540798719,122.09686063574487,96.61509755433187,4.672768405077609,23.579768631101707,Etching,0
49,455.15427434352694,793.6558451438276,124.57541934004782,103.3202137589015,5.326994312262476,20.973066605558728,Oxidation,0
50,423.55439766955897,754.3996311305966,124.33747609348535,98.15301208347319,4.352835741683978,19.725882369172595,Etching,0
51,454.86125954092194,781.871909350071,102.28103317753556,94.02953062888335,4.171502373022571,20.607803604190167,Oxidation,0
52,444.22376579375526,770.5349640288125,126.36870158395404,102.4245760532855,4.855363079972261,20.63370467746658,Lithography,0
53,439.8461699954106,770.2498069585788,113.28985154337546,87.32119758226963,4.4209172927686575,19.920226495265798,CMP,0
54,459.175144332613,751.8605506579511,109.04160836996041,93.20064368355719,4.43612828213614,20.881888039845233,Deposition,0
55,465.46499283743924,723.5025758759288,108.95548172145004,93.39129651519706,5.229373516675193,20.416453724307125,Etching,0
56,463.969201786743,726.3540955772492,124.3354161047253,85.10437393245724,5.350389535165032,19.368055229271373,Lithography,0
57,437.4117371516604,781.2805754336595,117.77425072775146,91.64100670172513,5.31554568634085,17.609486401232715,CMP,0
58,445.36181436223177,760.5837476655665,103.18031216014589,78.40032255283758,5.443510664122893,19.07988151555967,Deposition,0
59,454.96895147105346,755.8446326617833,124.78037815192283,110.29742438130363,5.496453728005921,21.599037698147193,Etching,0
60,464.6331769068354,747.2832987303294,105.60391869201173,87.5006896925095,4.148563916469228,19.937075551009272,CMP,0
61,442.81238643232064,750.8443346355774,121.3982135851821,107.68891305137049,5.180164783971787,20.60057378317501,Lithography,0
62,447.21511535004277,791.4073538346441,122.38498925673053,95.30467604575594,4.788156720172177,19.433968944591175,Etching,0
63,433.40497538990957,749.9426775439592,128.85577081695044,99.51891305724767,4.701030301603826,17.88080498997875,Etching,0
64,432.05690063878995,719.7680586009529,137.81684786466852,91.08960161319254,5.224165852883482,19.522740570256353,Oxidation,0
65,462.187887335913,782.3095532662052,106.35323674099459,96.66343753569339,4.307881808041699,17.955088198501297,Oxidation,0
66,470.34360042856235,753.8537000840585,119.4752614393695,100.20391711990749,4.299556557651072,17.827421652792896,Etching,0
67,448.919848176295,760.9418759659833,117.23664704955783,100.31641931515345,5.2534290976326865,22.41127321773882,CMP,0
68,465.05299346838035,808.2273491919854,124.33749685960962,101.19818712059485,5.195114407004359,19.159827990131568,Lithography,0
69,455.4245403757145,759.3831832794848,122.15668770933618,92.05333831968659,5.054693062348604,18.517030549079934,Deposition,0
70,440.32320368092314,768.6755101935618,116.4745375726338,91.15712262006916,4.648034638110746,23.23591936876181,Oxidation,0
71,455.4209340826262,724.6322952610502,115.59097811389145,82.24658939785917,5.29753185383285,21.629970070808483,Lithography,0
72,473.07054849698955,753.4099164294712,108.83549144815953,99.18575208941549,5.27212115682419,19.256981548996325,Etching,0
73,449.4626094133507,778.285781356258,129.8786158240651,103.65902969058754,5.034121806018982,20.855272651104737,Lithography,0
74,473.4696548372101,713.3387879847627,124.59204181599529,107.92785343934344,4.529071583492091,19.528423363478595,Lithography,0
75,410.70382343865384,766.0253527934713,129.17768197795138,97.44138107664406,4.829900661708197,18.6146406414408,Lithography,0
76,462.3285375656284,763.0237321793442,116.89603863524486,88.86816181673144,5.335133471009777,20.94938244897001,Etching,0
77,451.30570602357255,761.2386236676232,113.4316453130557,81.42323085368436,5.530876489120715,19.351396229359594,Oxidation,0
78,445.51488974301196,791.1147669597473,109.21684933370773,103.3333338646668,4.869385358649469,20.150996017998807,Deposition,0
79,451.37641164803256,770.0331554454557,123.5891758374066,80.62978746577971,4.900130812876695,22.042726469799344,CMP,0
80,420.1864662809866,804.3421569506934,109.60206775471765,92.27516737804987,4.935324356789976,21.822426207590752,Oxidation,0
81,446.7049216824373,730.1923145321789,138.4866306896655,93.20554537645083,5.109957203564389,18.89981341628785,Deposition,0
82,455.3566885726762,764.0777370165505,106.92357418906559,94.44435889719185,4.767573079975991,20.972063204574173,Etching,0
83,472.16841067112273,762.5340035916985,122.73660119212502,95.28642080028672,3.8423259769713667,17.74428750770849,Deposition,0
84,442.2259467258953,727.9223651873476,135.66854707213787,96.1051804509406,5.477107600658838,20.90082832263141,Etching,0
85,437.8725959566022,788.6888500627404,125.99089759263809,75.67709390337177,5.717875578865019,20.29699061160221,Deposition,0
86,442.47364434623194,829.7401991755845,121.75673712491779,95.11724727896102,4.755040056157715,20.757958724726862,Oxidation,0
87,463.7310317655311,759.4898177654851,110.31516353038104,77.16339540710499,4.57333865243249,19.405110490711536,Etching,0
88,454.9312666448953,775.150632648213,106.18230811432296,100.85774458472795,4.945159791043912,24.16814254730498,Lithography,0
89,442.0535969434944,762.5355542744599,127.70050108917586,90.5589987535711,4.924998446508491,18.19740058475937,Etching,0
90,457.69901149670034,738.5924599027848,135.06147240774948,77.7437061982132,5.398207430865184,21.94310342193692,Etching,0
91,451.45616324022063,705.3771916659396,115.61150009521829,88.48636258091699,5.021855776658015,17.936603360463337,Deposition,0
92,464.5296748579933,738.8267955071391,108.60938492383649,90.43939728652276,4.682950867851527,21.00868834925864,Etching,0
93,439.4692035918397,718.2412485714481,95.41830569450981,104.52559694044004,4.47263621977678,21.151579954503564,Deposition,0
94,445.08506780103346,811.1230623417736,110.19235156337463,96.57310193400195,5.346253673927869,20.109951743124572,Oxidation,0
95,444.11837770301764,756.5467091823028,118.8634315750096,97.75555955480465,5.2398044964657,19.009351178912592,Etching,0
96,428.0472757780182,749.6224201285848,135.99123240836735,104.4497730737648,5.424223951236727,20.282269781490598,Lithography,0
97,454.44180415596867,786.6746147436342,126.73133692232969,94.23084569660408,4.612725299711562,20.53402066686035,Lithography,0
98,453.91582908269834,726.3474669143234,123.05085404706753,101.03350368825923,5.735374759811331,23.579872972612566,Oxidation,0
99,450.0767018496369,736.9940788598634,115.9988033869887,100.47088891145593,4.3025221971771055,18.255319429399407,Lithography,0
100,446.4811929993728,762.0421680774587,114.16834282744044,84.7082440514447,5.283840408560592,18.888173007371996,Deposition,0
101,428.7694388692438,790.8630697427044,134.05647597507965,106.78386862103864,4.236166893121239,20.569471114138672,Etching,0
102,443.6903201585196,775.0505513550636,122.0073854075839,83.63758575943444,4.683867447320613,19.487892419209498,CMP,0
103,444.85928225209847,767.4497542754765,98.97399308078978,102.33893319582279,5.624409172179184,19.7999179245388,Etching,0
104,437.9658409616757,762.3435320570804,113.26460352102757,82.86341570475494,5.332545701790396,22.14070367072752,Etching,0
105,447.58071432500986,772.0070756658032,111.41783968228373,99.80989430521339,4.781511833805127,14.359466993141531,CMP,0
106,456.0607628522181,766.0495871538776,114.53735990822535,109.89531902520139,4.792465182871325,18.804101309964377,Lithography,0
107,478.292788518158,729.100831756692,125.62910660285085,93.29617074759831,5.040248844334177,16.515261547497502,Lithography,0
108,452.6186671924776,761.3823766489945,118.9255511820575,92.94915485717483,5.205656396304289,17.608367126191858,Etching,0
109,453.8632558608415,727.7893402324675,119.23134592996338,99.8835199945348,5.500631753073079,24.80924898414494,Lithography,0
110,448.8833112635075,762.4324762870247,133.13473161325237,92.36482835229965,4.817506398156603,21.19633626790551,Deposition,0
111,421.21843177051437,745.5805617553527,113.03538910213311,109.54622962994257,4.35528597460512,21.90312985011621,Deposition,0
112,449.6022918682618,836.1814486834859,138.6419952588735,96.53753799566957,5.062787450819504,19.838940700427138,CMP,0
113,450.9034531491154,758.8031684874486,113.28692408628913,92.4386439342342,4.817027664996642,21.51742764966382,Etching,0
114,486.9486316872793,717.8728130121524,120.89198196612571,90.67771577683453,4.479746518100621,16.466870984959503,Deposition,0
115,447.11458552828316,755.9745936796922,117.18796404597234,87.53641223861584,5.119067566125118,22.0765968235392,Oxidation,0
116,454.5232101350042,775.5807623691367,121.23419133500961,89.97796010594008,4.914754498362885,18.3603117628802,Lithography,0
117,449.4793234544214,810.2009183845757,124.4459199507313,92.19461285073123,5.122604882587917,18.937368361348174,Etching,0
118,432.469829435707,742.3164280018384,124.33835240088877,91.09888741201136,4.642222319925128,21.010302140909303,Deposition,0
119,467.1423422177253,712.5271607792909,112.4688266937942,89.73459780690317,5.194684212130199,20.63289351716443,CMP,0
120,461.2789954903016,784.5051103429295,108.77085322552429,111.79072984281952,4.473160721298009,20.169240096787096,Deposition,0
121,461.8654792056457,718.5820388230104,145.0317179090571,86.75923938808408,4.668907444121366,17.273807692839362,Oxidation,0
122,436.3591881780789,746.9153367547755,115.16015660399447,96.1730607011694,4.902834307565089,20.199627337643285,Deposition,0
123,471.0419146640415,752.2713854346702,126.99212438671987,99.74016807808698,5.696727365983886,21.921122706966457,Etching,0
124,428.97223405811576,757.9109964009967,103.92358689476804,100.04086396466987,5.313930147419398,18.93502580780041,CMP,0
125,458.80285640700407,780.6749337122301,117.20387280095323,94.53114339374022,5.430877001707116,22.62987409068059,CMP,0
126,482.85683438714966,739.4909715314084,118.72800616017557,93.07437942522152,5.5668308133372575,18.254616128171982,Oxidation,0
127,435.1419551230397,751.7881224349971,124.72815069927833,98.61237992991605,6.44113285432435,20.013095783436746,Etching,0
128,441.50553405595844,759.5718894115183,92.7754585900806,97.1321731998256,5.016635627023374,23.070655466753227,Oxidation,0
129,451.4947704763146,764.4879387255636,121.6614061307833,92.92832932185989,5.568160369251943,18.637200174600782,Oxidation,0
130,442.447865188257,762.9348152412376,108.50258544632106,82.50497142620455,5.4050541017607765,22.10797096675415,Oxidation,0
131,426.740048534008,773.0801732566774,123.24345711194924,91.25661022133401,5.398413001323011,23.949304724443618,Deposition,0
132,451.02844462209043,785.3151852892521,109.63670803161837,85.82759869034034,5.709695847216072,20.3420881378483,Lithography,0
133,434.06544429410843,771.7790234695291,111.44517304074418,89.66272359946939,4.8322747876062095,18.945966025233385,Deposition,0
134,457.1038864595277,773.6075657052766,117.26372389606732,95.26578590813567,4.800525990425448,18.454522394099953,Etching,0
135,436.20863648649294,712.5333049976057,109.47670530396805,97.86988915197293,5.127906205392745,22.60920540669465,Oxidation,0
136,473.2490160752631,761.5068309749704,115.24465553264645,109.24362201033925,4.926920091231245,22.5533883986793,Oxidation,0
137,438.2512006149564,774.3852264400483,108.06624231456685,90.70074896876949,5.1274003411992695,22.89861824573735,Lithography,0
138,445.1690772569149,781.8682358371135,101.66829548301273,101.1970050822012,5.625099514021205,19.934323298688106,CMP,0
139,462.20275826054507,739.2294767729861,130.17957052429358,97.4476801955027,4.808741310917489,22.07561388305421,Oxidation,0
140,431.53703525349067,740.2288217533406,107.03951307176072,105.36798136511831,4.878128414962508,19.90232121774786,Deposition,0
141,453.41189901906193,742.776979741492,118.21319112392017,99.60982975676501,5.069724401410631,18.23388975678328,Oxidation,0
142,469.6071413142364,776.0924169967403,127.52891081493784,86.93214858170947,4.908672629589932,22.248353570224705,Etching,0
143,425.8877514815816,791.0164316477262,113.85055897483957,81.21563176567015,4.234397668794605,23.267740556556408,Lithography,0
144,452.76950787798455,747.776196781252,111.74834100254462,97.49009359734004,4.767948942920424,17.95879605443736,CMP,0
145,453.89824191372634,787.2388694088115,122.26238088667421,90.77239201679687,5.274949296895001,17.92113807419866,Etching,0
146,461.7273430766597,763.7043942749378,131.17933822727153,87.15749003239522,5.575018700373058,20.07996386846025,Deposition,0
147,431.44573933682875,756.2714266851269,108.30684734913531,84.85937836373537,4.5381525729849095,21.912257211482,Etching,0
148,430.1931508037359,753.658473105461,118.49852167982561,96.28780398069725,4.536287040307663,17.73236161249209,Oxidation,0
149,457.82912348425344,782.3983409380647,102.67505405032672,107.06166159450692,5.012093521086935,20.45403147391181,Lithography,0
150,454.4547700984978,769.7673345036121,116.06798996317809,91.73062123435167,4.169761974048865,18.819146091880498,Oxidation,0
151,453.75739275518816,828.2747628294292,120.34204684538075,99.72216248860258,4.822011918805149,21.401658199650004,Lithography,0
152,455.19672314245463,734.4332607100803,111.45375358244934,94.18186919825926,4.305583176179443,18.40422635700822,Deposition,0
153,439.79962917632264,775.5430510608993,115.43008166174769,84.68494328717286,5.547624519936986,21.54360600054836,Etching,0
154,453.48380545741503,744.1239697056546,105.9177323169255,100.87849074808334,4.692267538259838,19.683570378364582,Lithography,0
155,454.3960870994802,733.9213903903407,120.77078611381494,86.24246364778102,5.661133674535611,18.125718952637914,Etching,0
156,439.28472872960447,759.6739858889508,130.5569424888315,95.17301304474852,5.445408541383336,20.127379910853776,Lithography,0
157,477.98661766717134,764.1205743822111,109.02856130229536,92.26783667995755,4.7414730809210335,16.124053371023294,Oxidation,0
158,457.1074938136768,847.5452066518028,113.77328233447616,102.14461947652553,4.571216145261569,18.88181085579012,Lithography,0
159,432.1304475419603,754.475625529504,125.02546246454182,86.53479206023451,4.922581700332964,20.674802140649323,Lithography,0
160,459.8483041295074,726.0946381154595,132.12090719322737,98.12695926241568,4.958141350296719,16.45649044193621,CMP,0
161,435.3797749465902,768.1903215248316,105.06810187791069,88.28162074121039,5.1384587775809605,14.857726293789177,Deposition,0
162,461.8062690561368,697.7607988736089,118.31215262584051,90.91115830136972,4.689382684187929,15.321265360373665,Oxidation,0
163,467.37893368511106,757.2412965218721,122.83130822319525,65.91839817967919,5.298557949408881,22.65425711100074,Oxidation,0
164,437.68976522472434,760.4807584688548,118.97943609371153,111.73678857294327,5.10613122199996,19.846481974474543,Etching,0
165,464.45064193866483,783.8380114883563,95.23207933122913,99.40445546260986,4.863841937313654,18.935069211985624,Lithography,0
166,456.19171390404745,789.2086674828354,125.01090009308771,88.86122011249468,4.715183737832791,21.89030947133366,Lithography,0
167,462.33090239991736,744.8929114327685,135.19336351090644,86.00275449333606,4.926046006760526,19.19110063506178,Lithography,0
168,478.45189473980923,755.481579561102,121.16661751169504,91.03480997696528,4.6732394992689725,20.536923799733465,Oxidation,0
169,446.31917825995697,737.0163750816798,109.68893946705737,100.73503627855561,5.023375477953435,20.051510701846524,CMP,0
170,438.69395753463766,726.1581233557691,114.86872753635717,79.8633205953206,5.034175474087964,19.058001158494044,Etching,0
171,436.65728355561714,769.2968433814191,137.69913067655594,93.8673246456453,5.104682913390536,20.588291767778212,Lithography,0
172,437.76284572551845,721.792433542102,129.0996254086056,109.16513497970139,5.706496963868742,21.54652244284029,CMP,0
173,448.84347435878846,747.5611929828441,126.40026618384329,85.92842931225756,4.947022112120171,19.630186765966023,Deposition,0
174,455.11727962224967,730.1447812030228,123.56412583534376,95.64308031010924,5.401839146849793,19.07888885369077,Oxidation,0
175,454.1503619899503,776.4904955887077,113.38862887809027,112.62647852206206,5.0918349587902805,19.314975184001092,Deposition,0
176,462.40774873554034,814.0429029779947,117.99428819344232,100.05721303752618,4.9047022792406185,15.404174934428536,Oxidation,0
177,450.1950283781686,720.9523605159001,119.22077264321484,96.00739056388365,4.952336292019506,20.566119093017825,Etching,0
178,471.8030111573598,704.4094455130729,125.49574316064444,99.05309163927203,4.9764694363327795,17.581777422022896,Deposition,0
179,446.03014750143063,756.2533934394979,135.08918894266904,91.79307731992238,5.111907083091286,21.259437448237847,Etching,0
180,490.8025374988443,760.4709338787328,131.18338136793128,105.39705028242751,4.616271693912412,19.81915179864941,Etching,0
181,459.3850102164751,766.5597792027189,105.8061564420396,91.8053598167983,4.4138638466220135,20.210242193060882,Etching,0
182,437.14263665375574,746.6103845429697,122.23994968901049,79.32654713011219,5.26171895738971,21.400658341212406,Deposition,0
183,433.93661252908333,753.980821035237,127.36763345167897,91.86957516847632,5.359249533032504,18.14695246731813,Deposition,0
184,457.2370862286478,771.0253123162181,126.18860330144635,87.26612376098637,5.298254333121121,20.738496886701913,Deposition,0
185,446.64805822011226,791.2129267793451,113.7076623661258,92.75044790242056,5.061988807422589,20.53524210512533,Lithography,0
186,460.71000741138135,701.3485368904516,149.1410921576836,92.92732752735495,5.306889850981316,19.630438334714412,Etching,0
187,457.09856436860315,748.9318168290562,107.22915437668881,104.57938559843926,5.285371610406857,18.143627598472925,Lithography,0
188,448.90756631014693,766.4142638182319,109.1681155333395,100.56234181331509,5.315051743581982,21.19047672811033,Oxidation,0
189,437.2980942289739,732.460716861678,122.33595081261576,97.10612390060317,4.656183671463155,21.40690908883863,Deposition,0
190,427.277291629712,811.935088953019,141.16803054963853,94.97643670933924,4.561219281138148,20.22720405195577,CMP,0
191,443.3022757189947,740.9377035931379,111.6380514929583,86.52913592913605,4.844572301299092,17.85939516857071,Oxidation,0
192,462.8459819148521,758.7612193897816,117.34171634353008,77.55059809867458,4.993046356182938,18.945101934149093,Etching,0
193,453.21140616195305,776.6806629052687,130.7729367301569,95.90528009114226,4.903231549147084,19.87933455515987,Etching,0
194,431.3139183193202,742.2614563359432,119.82137845112267,101.35712962858928,4.24932386746485,21.376989099964188,Lithography,0
195,452.5977138877677,704.6028085658675,116.65396145469704,94.13332893404329,5.688677044854057,16.833021197773768,Deposition,0
196,455.77976069593257,747.140364192504,125.6563290188672,90.7211654177064,4.890381604445706,18.872393071391247,Deposition,0
197,436.742138456983,790.8832166778112,122.72517990229593,98.71601732171371,5.069081766630782,19.194654880115596,Oxidation,0
198,452.3058765891829,749.8931461964459,130.30438785636792,94.33334239500522,5.497819596305224,19.833556841193943,Oxidation,0
199,450.87313077669,734.6069709562306,132.91468889065362,108.4859535357917,4.062011092191518,17.397349431950307,Oxidation,0
200,432.85544553254067,787.7701662850817,123.07003060005361,104.86182673654628,4.795322451235315,19.564934443253332,CMP,0
201,455.36681040522427,750.0767531193084,122.91732725378309,102.67606445618664,4.845153090568078,19.37903287137482,CMP,0
202,458.4117678955235,744.6951755904935,122.14110982286134,101.06187291367922,4.865475981819742,17.924816257020687,Etching,0
203,466.2457686476292,764.4836826898993,124.89130556649287,84.67866068438835,4.9306053637144185,19.764064831662633,Etching,0
204,465.8070307805235,783.1225062885636,120.55170637871464,100.3039496164208,5.578853919377938,18.917661806428995,Etching,0
205,429.33495948064365,831.4514059519764,119.99391517677711,98.0106076611726,5.269383550290889,20.991172285019413,Deposition,0
206,435.93262440127313,784.8170832297227,131.96627120827242,99.8513978271293,5.383214107451532,18.229344877991323,Etching,0
207,457.7255290081299,794.7951989916503,135.16116180355044,98.94087589450442,5.018848108724369,20.17966824425691,Lithography,0
208,457.7067892636831,744.8210140303644,104.9244705536658,98.62210070278452,4.440250781541799,18.383222325541464,Oxidation,0
209,457.7257152945907,729.2239568209158,120.1002115174057,116.60693175639676,4.168121185941597,18.800491523682375,Deposition,0
210,507.79097235982084,761.8699404885737,113.11305566554765,94.39051464038465,4.388236910707348,20.59458325541081,CMP,0
211,458.5633576603975,763.2150974577879,116.89028533513928,102.49069904663465,5.143906281666408,20.46943546568431,Oxidation,0
212,467.033484602709,727.644617759062,124.02516209735322,91.23208151788798,5.012707885079054,19.16595563484328,Etching,0
213,464.310026452398,754.7411641028796,126.69438371542468,101.32513267110137,4.915934540977597,19.461178763334665,CMP,0
214,459.77086876958697,771.9795280515739,118.87873556388655,102.51455912185965,4.852569237303945,17.09278710978095,CMP,0
215,445.2709613303948,770.8118018505425,100.86659665277197,97.91540861708279,5.804688630177099,22.8055286211614,CMP,0
216,461.384538307399,775.1286356015281,110.3495441942382,108.353975539012,4.6708385636094105,21.374912795756057,Oxidation,0
217,438.4076217819364,768.7289419041233,128.96499670200166,87.92579170911667,5.371127782446424,21.302896101742213,Deposition,0
218,446.4477208988999,744.7897402218983,92.59573577965068,91.10223246665423,5.000765174408397,16.80993556608757,Oxidation,0
219,442.71954678256344,744.5829812005347,131.87427151682,96.69904068818792,4.975624195285601,18.809020015021428,Lithography,0
220,451.22811209079487,724.0314580601837,125.21229990644541,102.04645482787377,5.470655019446697,19.330907942152756,Etching,0
221,484.71987850010265,813.5432511755529,133.16176081530023,96.43543617035947,5.585012153076578,16.137877015931977,Deposition,0
222,421.99102211112375,760.4035109385787,118.01430813119039,105.28607229208453,4.904180217246065,21.779900192152173,Deposition,0
223,460.2939028556177,753.2544083261545,99.38594575977095,89.70648103226945,5.319681087696857,22.90776897709627,Etching,0
224,425.8092619321552,732.1362375564263,124.30362641506498,85.87537208409157,5.145556544860021,24.12386991200723,Lithography,0
225,442.9210220131585,848.0697370698333,132.7465312403834,97.46502669229204,5.0029748555239655,17.908232344964528,CMP,0
226,466.3342589545105,727.8001590333131,129.2472180551342,94.38255779109043,5.08170197706281,20.234646993668548,Etching,0
227,450.96420028643195,747.1345622318178,113.37308516511965,99.34290976286576,4.724796474062065,22.645636538300842,CMP,0
228,433.83382833106043,772.4751050885818,120.86761075462647,94.78078167306796,4.877560242667566,19.49276304210609,Etching,0
229,439.2704443611005,778.0063889723283,114.67163731220076,92.27984167501235,4.767745888098918,18.866024172314646,Oxidation,0
230,460.19396623402014,788.7379616564705,111.80733535810629,94.40049942621022,5.3605506865715675,16.26796465291102,Lithography,0
231,439.04450052424295,814.2282552330779,129.5538857117985,95.23079115834548,4.961919553783575,22.265244915543498,Lithography,0
232,453.24687884372963,775.1847296638214,108.02467688734838,92.56014960121335,4.480914390153985,19.96147848785327,Etching,0
233,450.6835775985572,728.319076001,111.06183569418387,93.37494362941257,4.710625110734765,18.541316282073875,Lithography,0
234,440.22599478591275,752.2916462463465,108.95974366527615,91.77125330410472,3.7202941419151285,20.56771457965772,CMP,0
235,482.1591613398799,769.2349711754166,105.09752476700953,101.85332095895525,4.802202959247141,20.30601074635733,Lithography,0
236,459.50878533477015,822.0467812451748,121.46414291842603,96.5521680360464,5.01505802603886,20.336518204709183,Lithography,0
237,419.6228612001359,718.0658356472711,131.61503048481975,113.05401977735013,4.94554566045321,19.56580387534665,Lithography,0
238,452.7968147215414,796.0772951567568,118.15123243754735,96.2856364102277,5.7920617406125565,23.24471631752673,Deposition,0
239,440.07320302847415,765.3974310863925,104.94252199435833,90.5931402373707,5.229962416366015,19.732680533475154,Etching,0
240,462.78650002194337,785.1349160568844,128.39944539742027,116.36540299890451,5.21218074123566,23.23864415264661,Oxidation,0
241,438.1121889235095,756.940158500922,136.85701754034972,98.30901102171468,4.342692386171889,21.128233852800395,Oxidation,0
242,448.2789533779965,734.7270210962103,113.53757675853406,102.92099829514254,4.854143178353147,20.702340285523462,Deposition,0
243,457.57480918470685,782.52618338204,115.21445733282282,99.73682386561993,4.805334877070521,19.77345049344369,Deposition,0
244,462.9863279125518,779.6329308131686,125.15660630083394,99.98408823438199,4.685567520476797,21.94791338709184,Oxidation,0
