Date,Open,High,Low,Close,Adj Close,Volume
2021-10-27,1039.660034,1070.880005,1030.780029,1037.859985,1037.859985,38526500
2014-12-30,44.798,45.130001,44.279999,44.445999,44.445999,14516000
2018-10-12,52.200001,52.397999,50.402,51.756001,51.756001,36007000
2019-02-06,63.917999,64.848,63.124001,63.444,63.444,25192500
2010-07-27,4.182,4.236,4.052,4.11,4.11,3098500
2015-04-15,41.492001,41.917999,41.32,41.566002,41.566002,9762000
2011-01-11,5.718,5.742,5.384,5.392,5.392,8551000
2013-09-13,32.554001,33.273998,32.431999,33.108002,33.108002,27006000
2011-05-11,5.64,5.66,5.384,5.414,5.414,4812500
2021-03-19,646.599976,657.22998,624.619995,654.869995,654.869995,42894000
2014-01-14,28.1,32.400002,27.334,32.254002,32.254002,138035000
2020-07-08,281.0,283.451996,262.268005,273.175995,273.175995,81556500
2018-05-10,61.5,62.598,60.821999,61.004002,61.004002,28258000
2019-03-25,51.942001,52.636002,50.891998,52.084,52.084,51075000
2012-05-03,6.782,6.8,6.426,6.492,6.492,4206500
2010-07-14,3.588,4.03,3.552,3.968,3.968,20976000
2010-10-26,4.16,4.374,4.102,4.272,4.272,3304500
2013-04-12,8.65,9.028,8.61,8.75,8.75,15747000
2017-06-29,74.122002,74.199997,70.82,72.150002,72.150002,41105000
2015-08-13,47.972,49.296001,47.824001,48.501999,48.501999,23446000
2014-06-11,40.299999,41.0,39.849998,40.894001,40.894001,19887500
2011-04-04,5.366,5.4,5.046,5.166,5.166,13046500
2013-04-09,8.36,8.366,8.066,8.1,8.1,8480500
2013-12-20,28.316,28.870001,28.316,28.648001,28.648001,37063000
2013-04-26,10.626,10.748,10.124,10.24,10.24,18110500
2014-11-19,50.122002,50.375999,49.119999,49.548,49.548,39592500
2016-02-24,34.549999,35.900002,33.568001,35.799999,35.799999,26978000
2016-11-08,38.757999,39.498001,38.251999,38.987999,38.987999,16338000
2012-10-01,5.9,5.978,5.8,5.832,5.832,4422000
2019-06-05,39.736,40.256001,38.369999,39.318001,39.318001,67554000
2021-06-21,624.47998,631.390015,608.880005,620.830017,620.830017,24812700
2011-05-16,5.598,5.598,5.31,5.32,5.32,3778500
2021-08-11,712.710022,715.179993,704.210022,707.820007,707.820007,9800600
2012-07-10,6.308,6.496,6.178,6.254,6.254,3792000
2015-06-12,50.042,50.692001,50.042,50.138,50.138,7111500
2016-02-03,36.717999,36.787998,34.035999,34.695999,34.695999,39657000
2014-12-17,38.612,41.330002,38.529999,41.164001,41.164001,36839000
2011-05-06,5.38,5.54,5.324,5.424,5.424,4908500
2010-10-28,4.278,4.3,4.192,4.238,4.238,1121000
2014-10-14,45.650002,46.493999,44.599998,45.411999,45.411999,35526500
2019-12-24,83.671997,85.094002,82.538002,85.050003,85.050003,40273500
2020-07-01,216.600006,227.065994,216.100006,223.925995,223.925995,66634500
2013-07-10,24.638,24.65,24.158001,24.454,24.454,28000500
2018-11-08,69.699997,71.515999,69.688004,70.279999,70.279999,35453500
2015-10-15,43.285999,44.346001,42.740002,44.262001,44.262001,14221000
2020-07-21,327.985992,335.0,311.600006,313.671997,313.671997,80536000
2013-11-19,23.886,25.799999,23.844,25.218,25.218,99081000
2017-01-06,45.386002,46.062,45.09,45.801998,45.801998,27639500
2015-05-21,48.605999,49.324001,48.472,49.124001,49.124001,9853000
2015-02-17,41.139999,41.139999,40.299999,40.869999,40.869999,19898000
2012-09-25,5.724,5.896,5.506,5.532,5.532,28402000
2017-02-28,48.838001,50.200001,48.779999,49.998001,49.998001,30390500
2015-01-29,40.214001,41.195999,39.299999,41.040001,41.040001,17740500
2018-09-21,59.540001,60.116001,59.074001,59.82,59.82,25252500
2021-01-06,758.48999,774.0,749.099976,755.97998,755.97998,44700000
2013-09-11,33.282001,33.580002,32.425999,32.703999,32.703999,29162500
2012-04-10,6.63,6.77,6.42,6.492,6.492,9238500
2011-09-14,4.85,4.968,4.758,4.868,4.868,4154000
2018-02-22,67.106003,69.487999,66.949997,69.234001,69.234001,34849000
2017-11-21,62.172001,63.646,61.742001,63.562,63.562,36306500
2012-03-06,6.65,6.656,6.524,6.622,6.622,2869000
2018-04-16,59.799999,59.931999,57.801998,58.242001,58.242001,31692500
2013-10-30,32.925999,33.535999,31.634001,31.844,31.844,42009000
2011-07-12,5.674,5.818,5.6,5.634,5.634,5227000
2013-09-27,37.504002,38.256001,37.285999,38.18,38.18,29582000
2020-08-05,298.597992,299.967987,293.661987,297.003998,297.003998,24739000
2015-09-15,50.549999,50.919998,49.900002,50.714001,50.714001,14667500
2012-06-27,6.38,6.49,6.314,6.392,6.392,5236000
2021-11-02,1159.359985,1208.589966,1146.0,1172.0,1172.0,42737800
2021-01-12,831.0,868.0,827.340027,849.440002,849.440002,46270700
2015-11-27,46.212002,46.450001,45.402,46.321999,46.321999,9747000
2016-10-24,40.200001,40.790001,40.049999,40.551998,40.551998,13758000
2014-06-30,47.91,48.897999,47.799999,48.012001,48.012001,24143000
2021-10-05,784.799988,797.309998,774.200012,780.590027,780.590027,18432600
2010-12-09,6.502,6.544,6.33,6.41,6.41,2030000
2016-09-28,41.501999,41.650002,41.051998,41.254002,41.254002,10442000
2014-01-17,34.037998,34.639999,33.59,34.001999,34.001999,46031000
2015-01-06,42.012001,42.84,40.841999,42.256001,42.256001,31309500
2018-09-12,56.287998,58.5,55.73,58.108002,58.108002,50077000
2017-12-07,62.400002,63.726002,62.209999,62.248001,62.248001,23903000
2018-01-23,72.0,72.099998,70.199997,70.557999,70.557999,27327000
2013-08-20,29.73,29.955999,29.4,29.916,29.916,32091000
2012-07-11,6.314,6.336,6.202,6.302,6.302,3193000
2019-10-01,48.299999,49.189999,47.826,48.938,48.938,30813000
2020-08-07,299.90799,299.950012,283.002014,290.541992,290.541992,44482000
2021-12-30,1061.329956,1095.550049,1053.150024,1070.339966,1070.339966,15680300
2018-01-03,64.199997,65.050003,63.110001,63.450001,63.450001,22607500
2017-12-12,66.089996,68.288002,66.005997,68.206001,68.206001,43666000
2021-09-13,740.210022,744.780029,708.849976,743.0,743.0,22952500
2016-11-15,36.556,37.285999,36.41,36.754002,36.754002,19510000
2017-02-16,55.52,56.0,53.700001,53.790001,53.790001,35386500
2015-07-29,52.854,53.577999,52.400002,52.764,52.764,13950500
2015-03-31,38.706001,38.751999,37.681999,37.754002,37.754002,25133000
2020-06-17,197.542007,201.0,196.514008,198.358002,198.358002,49454000
2014-01-02,29.959999,30.496,29.309999,30.02,30.02,30942000
2018-06-14,69.526001,71.75,69.32,71.543999,71.543999,54905000
2017-05-26,63.456001,65.098,63.262001,65.028,65.028,39011000
2016-05-12,42.287998,42.334,40.731998,41.456001,41.456001,18252500
2015-04-16,41.540001,41.834,41.257999,41.34,41.34,8295500
2022-01-07,1080.369995,1080.930054,1010.0,1026.959961,1026.959961,28054900
2011-10-14,5.6,5.71,5.452,5.61,5.61,7002500
2012-01-06,5.44,5.558,5.282,5.382,5.382,4931500
2013-08-07,28.378,28.389999,26.472,26.846001,26.846001,91061000
2015-06-23,52.063999,53.599998,51.714001,53.534,53.534,19354000
2022-03-01,869.679993,889.880005,853.780029,864.369995,864.369995,24922300
2013-12-02,25.27,25.709999,24.785999,24.834,24.834,38756000
2017-11-20,62.757999,63.099998,60.950001,61.748001,61.748001,41238500
2017-05-01,62.976002,65.449997,62.962002,64.566002,64.566002,44148000
2020-10-05,423.350006,433.640015,419.329987,425.679993,425.679993,44722800
2019-04-05,53.972,55.220001,53.222,54.992001,54.992001,65191500
2017-07-03,74.047997,74.269997,70.300003,70.524002,70.524002,31527000
2012-10-05,5.94,5.962,5.736,5.778,5.778,4693000
2010-09-02,4.074,4.248,4.062,4.212,4.212,2435500
2015-03-04,39.849998,40.504002,39.442001,40.487999,40.487999,21110000
2011-11-22,6.352,6.558,6.21,6.414,6.414,3663000
2015-05-08,47.198002,47.681999,46.740002,47.321999,47.321999,23341000
2011-09-07,4.678,4.8,4.656,4.768,4.768,2296000
2018-02-26,70.699997,71.800003,70.472,71.484001,71.484001,21700000
2020-11-27,581.159973,598.780029,578.450012,585.76001,585.76001,37561100
2012-09-14,6.0,6.13,5.93,6.078,6.078,7683000
2011-08-24,4.62,4.786,4.566,4.774,4.774,3421500
2015-10-07,47.326,47.540001,45.824001,46.391998,46.391998,34070000
2015-10-13,42.655998,44.504002,42.226002,43.849998,43.849998,25857500
2021-11-23,1167.51001,1180.5,1062.699951,1109.030029,1109.030029,36171700
2015-05-22,49.076,49.720001,49.001999,49.546001,49.546001,11115500
2021-06-25,689.580017,693.809998,668.700012,671.869995,671.869995,32496700
2011-03-03,4.896,4.958,4.812,4.872,4.872,3201000
2020-10-27,423.76001,430.5,420.100006,424.679993,424.679993,22686500
2019-10-09,48.264,49.459999,48.130001,48.905998,48.905998,34472000
2016-07-22,44.397999,44.900002,43.776001,44.453999,44.453999,12898500
2012-01-30,5.898,5.922,5.706,5.914,5.914,3645000
2015-07-24,53.476002,54.217999,52.784,53.082001,53.082001,14182500
2011-01-25,4.93,4.978,4.804,4.936,4.936,6357500
2019-06-21,43.243999,44.436001,43.099998,44.372002,44.372002,41010500
2017-07-25,69.0,69.120003,66.830002,67.919998,67.919998,34946000
2013-08-14,28.544001,28.968,27.610001,27.872,27.872,58469000
2018-12-10,72.0,73.195999,70.624001,73.029999,73.029999,33067500
2021-09-22,743.530029,753.669983,739.119995,751.940002,751.940002,15126300
2014-04-22,41.271999,43.866001,41.001999,43.728001,43.728001,49023500
2018-08-14,71.690002,71.839996,69.419998,69.528,69.528,34932000
2014-06-25,46.610001,47.509998,46.048,47.377998,47.377998,29008000
2020-12-11,615.01001,624.0,596.799988,609.98999,609.98999,46475000
2012-09-20,6.186,6.3,6.136,6.18,6.18,4562000
2014-06-02,41.466,41.869999,40.334,40.939999,40.939999,23340500
2016-01-05,45.271999,45.377998,44.0,44.686001,44.686001,15934000
2018-03-19,63.299999,64.150002,61.933998,62.712002,62.712002,37421500
2013-08-27,32.459999,33.759998,32.189999,33.402,33.402,87834500
2018-04-03,53.964001,54.669998,50.897999,53.506001,53.506001,94222000
2014-01-15,33.689999,34.445999,32.419998,32.826,32.826,102328000
2013-11-12,28.938,28.940001,27.236,27.559999,27.559999,74926000
2018-07-09,62.397999,63.703999,61.599998,63.702,63.702,37984000
2013-08-30,33.273998,33.841999,32.792,33.799999,33.799999,55142000
2015-08-03,53.257999,53.341999,51.414001,51.998001,51.998001,12767500
2017-08-04,69.400002,71.454002,68.660004,71.382004,71.382004,46344500
2021-06-17,601.890015,621.469971,601.340027,616.599976,616.599976,22701400
2017-07-06,63.452,64.157997,61.259998,61.765999,61.765999,96622500
2012-08-17,6.058,6.142,5.996,6.002,6.002,2541000
2021-01-15,852.0,859.900024,819.099976,826.159973,826.159973,38777600
2011-04-26,5.332,5.45,5.262,5.386,5.386,7000000
2020-07-02,244.296005,245.600006,237.119995,241.731995,241.731995,86250500
2011-03-30,4.822,4.898,4.602,4.742,4.742,6116500
2021-11-16,1003.309998,1057.199951,1002.179993,1054.72998,1054.72998,26542400
2010-11-15,6.044,6.588,6.044,6.16,6.16,13114500
2019-09-26,46.132,48.661999,45.48,48.512001,48.512001,59422500
2017-12-29,63.236,63.282001,62.0,62.27,62.27,18886000
2017-06-14,76.218002,76.849998,75.262001,76.132004,76.132004,64092000
2018-05-11,61.540001,61.776001,59.816002,60.212002,60.212002,23398000
2021-05-05,681.059998,685.299988,667.340027,670.940002,670.940002,21901900
2020-08-25,394.977997,405.589996,393.600006,404.667999,404.667999,53294500
2017-09-06,69.900002,70.195999,68.311996,68.905998,68.905998,20457000
2019-05-17,44.391998,44.448002,41.784,42.206001,42.206001,88933500
2020-04-24,142.162003,146.145996,139.636002,145.029999,145.029999,66060000
2016-01-04,46.144001,46.276001,43.799999,44.681999,44.681999,34135500
2010-07-30,4.04,4.088,3.91,3.988,3.988,2134500
2014-05-19,38.144001,39.377998,38.0,39.217999,39.217999,22858500
2015-10-06,48.0,48.605999,47.116001,48.292,48.292,26126000
2016-01-25,40.012001,40.714001,39.175999,39.276001,39.276001,13493500
2019-08-15,44.172001,44.312,42.310001,43.127998,43.127998,40798000
2021-01-13,852.76001,860.469971,832.0,854.409973,854.409973,33312500
2017-11-06,61.400002,61.5,59.801998,60.556,60.556,32430000
2014-05-05,41.896,43.537998,41.703999,43.321999,43.321999,25735000
2020-05-12,165.399994,168.658005,161.600006,161.882004,161.882004,79534500
2018-01-08,63.200001,67.403999,63.099998,67.281998,67.281998,49297000
2016-03-02,36.745998,37.703999,36.299999,37.667999,37.667999,24312000
2010-07-08,3.228,3.504,3.114,3.492,3.492,38557000
2020-08-14,332.997986,333.76001,325.328003,330.141998,330.141998,62888000
2015-08-17,51.112,51.318001,50.102001,50.998001,50.998001,35883500
2013-07-26,25.628,26.136,25.322001,25.878,25.878,48165500
2020-01-07,92.279999,94.325996,90.671997,93.811996,93.811996,89410500
2019-04-02,57.66,57.888,56.776001,57.175999,57.175999,27394500
2019-02-01,61.084,63.220001,60.700001,62.442001,62.442001,36417000
2015-10-16,44.608002,46.096001,44.574001,45.402,45.402,21672500
2016-12-12,38.560001,38.883999,38.236,38.486,38.486,12194500
2011-08-22,4.622,4.76,4.336,4.39,4.39,4930500
2014-09-16,51.029999,52.492001,50.484001,52.147999,52.147999,41500500
2013-10-02,37.717999,38.366001,35.080002,36.189999,36.189999,103877000
2015-10-27,42.967999,43.419998,41.501999,42.07,42.07,17597000
2014-11-25,49.470001,49.944,49.217999,49.618,49.618,15799000
2014-07-10,43.436001,44.444,43.208,43.891998,43.891998,24319500
2017-04-28,61.966,62.959999,61.599998,62.813999,62.813999,22527500
2017-09-25,70.629997,71.494003,68.575996,68.998001,68.998001,38029500
2014-12-09,41.868,43.546001,40.854,43.377998,43.377998,47157500
2014-12-15,41.858002,41.959999,40.534,40.807999,40.807999,26091500
2019-01-16,68.956001,70.400002,68.699997,69.209999,69.209999,23458500
2011-12-15,5.734,5.834,5.624,5.724,5.724,3501500
2019-10-30,62.599998,63.757999,61.993999,63.001999,63.001999,48209000
2015-09-01,48.068001,49.200001,47.394001,47.726002,47.726002,27274000
2020-05-20,164.100006,165.199997,162.360001,163.112,163.112,36546500
2015-02-02,40.793999,42.389999,40.66,42.188,42.188,20746000
2012-02-16,6.7,6.902,6.508,6.836,6.836,11098500
2015-11-06,46.139999,46.672001,45.900002,46.472,46.472,12226500
2017-01-03,42.972,44.066002,42.192001,43.397999,43.397999,29616500
2021-02-10,843.640015,844.820007,800.02002,804.820007,804.820007,36216100
2013-03-25,7.42,7.704,7.354,7.506,7.506,11894000
2018-02-23,69.566002,70.998001,69.419998,70.410004,70.410004,29087000
2018-10-09,51.049999,53.354,50.66,52.560001,52.560001,60303000
2018-10-19,53.478001,53.931999,50.700001,52.0,52.0,46877500
2012-11-15,6.26,6.288,6.1,6.164,6.164,4920000
2019-09-11,47.476002,49.633999,47.200001,49.419998,49.419998,50214000
2011-03-04,4.896,4.998,4.756,4.99,4.99,7900500
2018-06-05,59.540001,59.560001,57.348,58.226002,58.226002,29976000
2016-08-30,43.222,43.222,42.104,42.268002,42.268002,15844500
2015-10-12,44.598,44.599998,43.054001,43.116001,43.116001,19181500
2018-05-24,55.68,56.222,54.978001,55.57,55.57,20883500
2012-09-13,5.714,5.9,5.696,5.896,5.896,7423500
2021-06-03,601.799988,604.549988,571.219971,572.840027,572.840027,30111900
2021-07-12,662.200012,687.23999,662.159973,685.700012,685.700012,25927000
2017-10-03,67.18,69.709999,66.255997,69.627998,69.627998,50768000
2012-11-27,6.426,6.532,6.304,6.43,6.43,4554000
2021-03-01,690.109985,719.0,685.049988,718.429993,718.429993,27136200
2018-11-12,69.674004,69.956001,66.068001,66.255997,66.255997,34707500
2017-08-24,70.503998,71.332001,69.947998,70.585999,70.585999,22923500
2010-10-27,4.25,4.276,4.13,4.2,4.2,1782500
2020-03-24,95.459999,102.737999,94.800003,101.0,101.0,114476000
2012-09-28,5.746,5.978,5.722,5.856,5.856,21717000
2020-10-21,422.700012,432.950012,421.25,422.640015,422.640015,32370500
2021-10-29,1081.859985,1115.209961,1073.209961,1114.0,1114.0,29918400
2017-01-13,46.0,47.57,45.917999,47.549999,47.549999,30465000
2012-05-11,6.498,6.688,6.432,6.45,6.45,6106500
2014-10-06,51.826,52.498001,51.560001,52.124001,52.124001,38566500
2017-03-31,55.745998,55.936001,55.264,55.66,55.66,16473000
2021-06-07,591.830017,610.0,582.880005,605.130005,605.130005,22543700
2012-06-07,5.962,5.974,5.77,5.786,5.786,2460500
2011-08-29,4.844,4.97,4.804,4.942,4.942,4017000
2021-07-15,658.390015,666.140015,637.880005,650.599976,650.599976,20209600
2017-08-15,73.040001,73.098,71.874001,72.466003,72.466003,15425500
2016-05-16,41.630001,42.630001,41.584,41.658001,41.658001,14747000
2014-01-08,29.77,30.74,29.752001,30.256001,30.256001,30816000
2011-11-18,6.728,6.822,6.508,6.52,6.52,4514000
2020-01-14,108.851997,109.482002,104.980003,107.584,107.584,144981000
2018-03-16,64.585999,65.480003,63.813999,64.269997,64.269997,30586500
2011-06-10,5.504,5.66,5.47,5.572,5.572,7833000
2013-03-01,7.0,7.016,6.85,6.93,6.93,7733000
2011-08-16,5.226,5.308,5.166,5.22,5.22,2688500
2021-02-12,801.26001,817.330017,785.330017,816.119995,816.119995,23768300
2013-01-15,6.622,6.85,6.616,6.78,6.78,8121000
2015-04-30,46.077999,46.577999,45.034,45.209999,45.209999,19559500
2021-11-05,1228.0,1239.869995,1208.0,1222.089966,1222.089966,21628800
2016-04-05,48.099998,51.312,48.0,51.094002,51.094002,49743500
2011-09-28,5.2,5.3,4.902,4.918,4.918,3616500
2017-05-11,64.68,65.199997,63.919998,64.620003,64.620003,23769000
2018-06-07,63.23,66.0,62.716,63.217999,63.217999,71726500
2015-11-30,46.358002,46.855999,45.816002,46.051998,46.051998,13299000
2017-03-30,55.608002,56.400002,55.442001,55.584,55.584,20742000
2011-02-14,4.728,4.828,4.61,4.616,4.616,6415500
2018-07-13,63.116001,63.916,61.849998,63.773998,63.773998,29349000
2016-12-09,38.174,38.768002,38.161999,38.436001,38.436001,13612500
2013-12-27,31.059999,31.1,30.16,30.224001,30.224001,27301000
2014-02-10,37.868,39.860001,37.863998,39.312,39.312,64853500
2016-04-27,50.549999,51.0,49.880001,50.293999,50.293999,16029000
2014-11-07,48.438,48.568001,47.439999,48.040001,48.040001,25805000
2020-12-17,628.190002,658.820007,619.5,655.900024,655.900024,56270100
2018-09-07,52.02,53.669998,50.450001,52.647999,52.647999,112459500
2018-09-24,59.695999,60.599998,58.716,59.936001,59.936001,24215000
2012-10-11,5.788,5.796,5.65,5.664,5.664,2253000
2013-06-12,19.360001,20.096001,19.15,19.546,19.546,45963500
2014-08-25,51.638,52.736,51.638,52.509998,52.509998,21590500
2014-07-28,44.849998,46.400002,44.279999,44.964001,44.964001,32571500
2017-10-18,71.194,72.599998,70.825996,71.93,71.93,24695500
2019-11-26,67.054001,67.099998,65.419998,65.783997,65.783997,39737000
2018-11-06,67.814003,69.760002,67.218002,68.211998,68.211998,33814500
2020-06-03,177.623993,179.587997,176.020004,176.591995,176.591995,39747500
2013-12-18,30.448,30.98,29.190001,29.596001,29.596001,57909500
2021-11-22,1162.329956,1201.949951,1132.430054,1156.869995,1156.869995,33072500
2012-11-09,6.12,6.186,5.97,6.064,6.064,4315000
2013-02-15,7.7,7.702,7.39,7.408,7.408,10088000
2010-12-27,5.604,5.716,5.012,5.11,5.11,46509500
2013-12-16,29.695999,30.086,29.219999,29.587999,29.587999,33376500
2017-02-03,50.382,50.436001,49.936001,50.265999,50.265999,10933500
2018-08-03,69.561996,71.0,68.505997,69.634003,69.634003,68282500
2021-09-03,732.25,734.0,724.200012,733.570007,733.570007,15246100
2019-03-19,53.5,54.66,52.692001,53.493999,53.493999,59003000
2019-08-06,46.375999,46.5,45.150002,46.150002,46.150002,27821000
2018-07-30,59.18,59.220001,57.226002,58.034,58.034,34070500
2018-01-22,69.879997,71.566002,69.839996,70.311996,70.311996,31052000
2013-06-18,20.35,20.796,19.84,20.677999,20.677999,43976500
